title,price,location,surface,total_pieces,bedrooms,bathrooms,link,ad_id,antenne_parabolique,ascenseur,chambre_rangement,chauffage_central,chemine,climatisation,concierge,cuisine_quipe,double_vitrage,entreseul,faade_extrieure,four,garage,jardin,machine__laver,meubl,microondes,piscine,porte_blinde,rfrigrateur,salon_europen,scurit,terrasse,vue_sur_les_montagnes,vue_sur_mer
Vente S2 Cité El Wahat,270 000 TND,"Aouina, La Marsa","93
						m²",2 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8146765/vente-s2-cit%C3%A9-el-wahat,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vente Appartement S4 à Gammarth Relais,Prix à consulter,"Ain Zaghouan Nord, La Marsa","224
						m²",3 Pièces,4 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8137106/vente-appartement-s4-%C3%A0-gammarth-relais,N/A,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
Vente appartement S3 à l'Aouina,280 000 TND,"Aouina, La Marsa","140
						m²",3 Pièces,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8140631/vente-appartement-s3-%C3%A0-l-aouina,N/A,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vente Appartement S3 à La Soukra,310 000 TND,"La Soukra, La Soukra","135
						m²",3 Pièces,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8181167/vente-appartement-s3-%C3%A0-la-soukra,N/A,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
À Vendre S2 à chatt mariem Sousse,275 000 TND,"Chott Meriem, Akouda","126
						m²",2 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8153379/%C3%A0-vendre-s2-%C3%A0-chatt-mariem-sousse,N/A,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
S3 en vente,270 000 TND,"Bab Bhar, Tunis","146
						m²",4 Pièces,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8175098/s3-en-vente,N/A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bel appartement à vendre à Ain Zaghouan Nord. 3 belles chamb...,650 000 TND,"Ain Zaghouan Nord, La Marsa","189
						m²",N/A,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8119558/bel-appartement-%C3%A0-vendre-%C3%A0-ain-zaghouan-nord-3-belles-chambres-bien-meubl%C3%A9,N/A,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"Vend appartement à La Manouba.
Surface de 57 m²",185 000 TND,"La Manouba, La Manouba","87
						m²",N/A,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8185859/vend-appartement-%C3%A0-la-manouba-surface-de-57-m%C2%B2,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Location S3 meublé ou pas 
Sfax près du mall",Prix à consulter,"Cité Ons, Sakiet Ezzit","163
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8185836/location-s3-meubl%C3%A9-ou-pas-sfax-pr%C3%A8s-du-mall,N/A,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0
À vendre appartement S2 Jinen béni khiar,270 000 TND,"Beni Khiar, Beni Khiar","93
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8185805/%C3%A0-vendre-appartement-s2-jinen-b%C3%A9ni-khiar,N/A,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
S0 directe promoteur à vendre à Ain Zaghouan Nord,250 000 TND,"Ain Zaghouan Nord, La Marsa",N/A,2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8167866/s0-directe-promoteur-%C3%A0-vendre-%C3%A0-ain-zaghouan-nord,N/A,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0
A Vendre Appartement S3 à Panorama,250 000 TND,"Sousse Corniche, Sousse Ville","105
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8099783/a-vendre-appartement-s3-%C3%A0-panorama,N/A,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
À Vendre – Magnifique S2 Neuf à La Marsa,475 000 TND,"La Marsa, La Marsa","98
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/7684369/%C3%A0-vendre-%E2%80%93-magnifique-s2-neuf-%C3%A0-la-marsa,N/A,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Un appartement s2 au 2étage situe laouina,250 000 TND,"Aouina, La Marsa","112
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8185439/un-appartement-s2-au-2%C3%A9tage-situe-laouina,N/A,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
Appartement S2 a vendre Borj Cédria,240 000 TND,"Borj Cedria, Hammam Chatt","122
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8022448/appartement-s2-a-vendre-borj-c%C3%A9dria,N/A,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vente d'un bel appartement à Riadh al Andalous. 1 belle cham...,Prix à consulter,"Riadh al Andalous, Ariana Ville","50
						m²",N/A,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8124686/vente-d-un-bel-appartement-%C3%A0-riadh-al-andalous-1-belle-chambre,N/A,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Superbe appartement à vendre à Riadh al Andalous,Prix à consulter,"Riadh al Andalous, Ariana Ville","143
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/pa/8124700/superbe-appartement-%C3%A0-vendre-%C3%A0-riadh-al-andalous,N/A,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Appartement à vendre à Riadh al Andalous. 2 belles chambres,Prix à consulter,"Riadh al Andalous, Ariana Ville","95
						m²",N/A,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8124688/appartement-%C3%A0-vendre-%C3%A0-riadh-al-andalous-2-belles-chambres,N/A,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Vente d'un bel appartement à Riadh al Andalous. Surface tota...,Prix à consulter,"Riadh al Andalous, Ariana Ville","128
						m²",N/A,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8124691/vente-d-un-bel-appartement-%C3%A0-riadh-al-andalous-surface-totale-128-m%C2%B2,N/A,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Appartement en vente à Riadh al Andalous. Superficie 61 m²,Prix à consulter,"Riadh al Andalous, Ariana Ville","61
						m²",N/A,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8124684/appartement-en-vente-%C3%A0-riadh-al-andalous-superficie-61-m%C2%B2,N/A,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Appartement à l'achat à Riadh al Andalous,Prix à consulter,"Riadh al Andalous, Ariana Ville","52
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8124685/appartement-%C3%A0-l-achat-%C3%A0-riadh-al-andalous,N/A,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Appartement à l'achat à Riadh al Andalous. Surface de 110 m²,Prix à consulter,"Riadh al Andalous, Ariana Ville","110
						m²",N/A,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8124687/appartement-%C3%A0-l-achat-%C3%A0-riadh-al-andalous-surface-de-110-m%C2%B2,N/A,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Résidence Les Jardins de Monastir,Prix à consulter,"Cité El Agba, Monastir Ville",N/A,N/A,N/A,N/A,https://www.mubawab.tn/fr/p/3766/r%C3%A9sidence-les-jardins-de-monastir,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Appartement en vente à Riadh al Andalous. Superficie 115 m²,Prix à consulter,"Riadh al Andalous, Ariana Ville","115
						m²",N/A,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/pa/8124689/appartement-en-vente-%C3%A0-riadh-al-andalous-superficie-115-m%C2%B2,N/A,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
S1 de 68m² à AFH Mrezga,258 400 TND,"Cité El Wafa, Nabeul","68
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8104090/s1-de-68m%C2%B2-%C3%A0-afh-mrezga,N/A,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0
À Vendre – Rez de chaussée S2 avec Piscine,650 000 TND,"Sidi El Mahrsi, Nabeul","133
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8184245/%C3%A0-vendre-%E2%80%93-rez-de-chauss%C3%A9e-s2-avec-piscine,N/A,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
À vendre Duplex avec vue sur mer AFH 2,570 000 TND,"Cité El Wafa, Nabeul","135
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8184259/%C3%A0-vendre-duplex-avec-vue-sur-mer-afh-2,N/A,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
Vente appartement s1 quelques minutes a la mer,400 000 TND,"Sidi El Mahrsi, Nabeul","97
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8184180/vente-appartement-s1-quelques-minutes-a-la-mer,N/A,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1
A vendre Direct Promoteur S2 a l'Aouina,385 000 TND,"Aouina, La Marsa","118
						m²",2 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/7917386/a-vendre-direct-promoteur-s2-a-l-aouina,N/A,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0
À Vendre – Appartement S2 Meublé à Trocadéro,220 000 TND,"Sousse Ville, Sousse Ville","115
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8167606/%C3%A0-vendre-%E2%80%93-appartement-s2-meubl%C3%A9-%C3%A0-trocad%C3%A9ro,N/A,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S2 à La Marsa,440 000 TND,"La Marsa, La Marsa",N/A,3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8078866/s2-%C3%A0-la-marsa,N/A,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
A 'vendre appartement s2 a hergla,220 000 TND,"Hergla, Hergla","87
						m²",2 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8185184/a-vendre-appartement-s2-a-hergla,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S1 neuf à vendre à Ain Zaghouan nord,370 000 TND,"Ain Zaghouan Nord, La Marsa",N/A,2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8167901/s1-neuf-%C3%A0-vendre-%C3%A0-ain-zaghouan-nord,N/A,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0
Un appartement duplex à vendre,730 000 TND,"Hammamet, Hammamet","288
						m²",5 Pièces,4 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/a/8045331/un-appartement-duplex-%C3%A0-vendre,N/A,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Un Appartement s3 au 4 étage situe la soukra,450 000 TND,"La Soukra, La Soukra","145
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8185120/un-appartement-s3-au-4-%C3%A9tage-situe-la-soukra,N/A,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
À vendre immeuble R2 à Béni khiar plage,1 330 000 TND,"Beni Khiar, Beni Khiar","758
						m²",5 Pièces,5 Chambres,5 Salles de bains,https://www.mubawab.tn/fr/a/8184192/%C3%A0-vendre-immeuble-r2-%C3%A0-b%C3%A9ni-khiar-plage,N/A,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
A vendre appartement aux jardin de carthage,671 000 TND,"Les Jardins de Carthage, Le Kram","116
						m²",3 Pièces,2 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/a/7794356/a-vendre-appartement-aux-jardin-de-carthage,N/A,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0
Magnifique appartement s2 a la Marsa,450 000 TND,"La Marsa, La Marsa","122
						m²",N/A,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8077837/magnifique-appartement-s2-a-la-marsa,N/A,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S1 vue mer,199 000 TND,"Khezama Ouest, Khezama Ouest","56
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8185034/s1-vue-mer,N/A,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
S3 en vente,280 000 TND,"Salakta, Salakta","137
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8184956/s3-en-vente,N/A,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
Vend appartement. Surface totale 150 m². Grand balcon,Prix à consulter,"Bou Argoub, Bou Argoub","150
						m²",3 Pièces,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8184918/vend-appartement-surface-totale-150-m%C2%B2-grand-balcon,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Un appartement S3 au premier étage à belle vue,300 000 TND,"Bab Alioua, Tunis","150
						m²",3 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8184835/un-appartement-s3-au-premier-%C3%A9tage-%C3%A0-belle-vue,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A vendre s2 avec jardin a chotrana 1,595 000 TND,"Chotrana 1, La Soukra","162
						m²",2 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8177070/a-vendre-s2-avec-jardin-a-chotrana-1,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
A vendre un Hôtel vue mer à Sousse,3 200 000 TND,"Sousse Corniche, Sousse Corniche","353
						m²",46 Pièces,42 Chambres,40 Salles de bains,https://www.mubawab.tn/fr/a/7616151/a-vendre-un-h%C3%B4tel-vue-mer-%C3%A0-sousse,N/A,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
S2 en vente,390 000 TND,"Hammamet Nord, Hammamet","116
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/7870728/s2-en-vente,N/A,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
S3 en vente,410 000 TND,"El Manar 1, El Menzah","154
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8183948/s3-en-vente,N/A,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Appartement A Vendre Carthage byrsa,500 000 TND,"Carthage Byrsa, Carthage","400
						m²",2 Pièces,4 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8184535/appartement-a-vendre-carthage-byrsa,N/A,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
Superbe appartement à vendre. 2 chambres. Jardin,Prix à consulter,"Aghir, Aghir","200
						m²",2 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8184405/superbe-appartement-%C3%A0-vendre-2-chambres-jardin,N/A,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
À VENDRE Appartement s2 à Nabeul AFH2,350 000 TND,"Cité El Wafa, Nabeul","90
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8184266/%C3%A0-vendre-appartement-s2-%C3%A0-nabeul-afh2,N/A,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
À vendre S2 dans une résidence à AFH mrezga,410 000 TND,"Cité El Wafa,
								Nabeul","109
						m²",2 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8220155/%C3%A0-vendre-s2-dans-une-r%C3%A9sidence-%C3%A0-afh-mrezga,N/A,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
S2 à Chatt Mariem Pied dans l'Eau,450 000 TND,"Chott Meriem,
								Akouda","142
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8120903/s2-%C3%A0-chatt-mariem-pied-dans-l-eau,N/A,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1
S2 à Khzema direct promotteur,380 000 TND,Khezama Est,"121
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8116093/s2-%C3%A0-khzema-direct-promotteur,N/A,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"S2 à Chatt Mariem, confort moderne et vue dégagée",389 400 TND,"Chott Meriem,
								Akouda","105
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8097796/s2-%C3%A0-chatt-mariem-confort-moderne-et-vue-d%C3%A9gag%C3%A9e,N/A,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1
Appartement en vente,330 000 TND,"Cité El Wafa,
								Nabeul","85
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8228573/appartement-en-vente,N/A,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0
Appartement S3,225 000 TND,Sakiet Ezzit,"143
						m²",4 Pièces,3 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8171234/appartement-s3,N/A,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S2 en vente,320 000 TND,Hammamet,"80
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8129748/s2-en-vente,N/A,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Des bureaux à louer- Lac 2 et Bélvédére,Prix à consulter,"Les Berges Du Lac 2, La Marsa",N/A,N/A,N/A,N/A,https://www.mubawab.tn/fr/p/4430/des-bureaux-%C3%A0-louer-lac-2-et-b%C3%A9lv%C3%A9d%C3%A9re,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1 de Haut Standing 70m²,386 000 TND,"Les Jardins de Carthage,
								Le Kram","70
						m²",3 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/pa/8177550/s1-de-haut-standing-70m%C2%B2,N/A,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
A vendre: Appartement S2 à l'aouina,316 000 TND,"Aouina, La Marsa","77
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8084248/a-vendre-appartement-s2-%C3%A0-l-aouina,N/A,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
A louer: Penthouse S4 avec piscine,Prix à consulter,"Les Jardins de Carthage, Le Kram","340
						m²",5 Pièces,4 Chambres,4 Salles de bains,https://www.mubawab.tn/fr/a/8184234/a-louer-penthouse-s4-avec-piscine,N/A,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0
À vendre appartement S1 Jardins de Carthage,290 000 TND,"Les Jardins de Carthage, Le Kram","45
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8153028/%C3%A0-vendre-appartement-s1-jardins-de-carthage,N/A,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
S1 à vendre direct promoteur,190 000 TND,"Aouina, La Marsa","50
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8159169/s1-%C3%A0-vendre-direct-promoteur,N/A,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
A vendre un s2 direct promoteur,Prix à consulter,"Les Jardins de Carthage, Le Kram","118
						m²",3 Pièces,2 Chambres,3 Salles de bains,https://www.mubawab.tn/fr/a/8173777/a-vendre-un-s2-direct-promoteur,N/A,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
Appart S1 Arash à Vendre à Ain Zaghoun Nord,400 000 TND,"Ain Zaghouan Nord, La Marsa","85
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8055851/appart-s1-arash-%C3%A0-vendre-%C3%A0-ain-zaghoun-nord,N/A,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Vendre Appartement s2 a Baghdadi,240 000 TND,"Bekalta, Bekalta","98
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8152940/a-vendre-appartement-s2-a-baghdadi,N/A,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
A Vendre Appartement S2 a Baghdadi,175 000 TND,"Bekalta, Bekalta","97
						m²",3 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8173058/a-vendre-appartement-s2-a-baghdadi,N/A,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
S2 neuf à vendre aux Jardins de Carthage,680 000 TND,"Les Jardins de Carthage, Le Kram",N/A,3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8181278/s2-neuf-%C3%A0-vendre-aux-jardins-de-carthage,N/A,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
S1 centre urbain nord,Prix à consulter,"Centre Urbain Nord, Cité El Khadra","83
						m²",3 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8184067/s1-centre-urbain-nord,N/A,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0
S1 en vente,215 000 TND,"Cité El Agba, Monastir Ville","58
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8183936/s1-en-vente,N/A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Appartement avec vue mer à Baghdadi,290 000 TND,"Bekalta, Bekalta","111
						m²",3 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8183735/appartement-avec-vue-mer-%C3%A0-baghdadi,N/A,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
A vendre s3 monastir centre,430 000 TND,"Monastir Ville, Monastir Ville","99
						m²",4 Pièces,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8183680/a-vendre-s3-monastir-centre,N/A,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Studio a vendre neapolis nabeul,210 000 TND,"Neapolis, Nabeul","70
						m²",1 Pièce,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8183629/studio-a-vendre-neapolis-nabeul,N/A,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1
Appartement s2,300 000 TND,"Bou Mhel, Boumhel Bassatine","104
						m²",2 Pièces,2 Chambres,2 Salles de bains,https://www.mubawab.tn/fr/a/8183611/appartement-s2,N/A,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0
Appartement S2 à la Marsa,525 000 TND,"Ain Zaghouan Nord, La Marsa","63
						m²",2 Pièces,2 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8183570/appartement-s2-%C3%A0-la-marsa,N/A,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Villa Bella à Vendre à Sidi Daoud, La Marsa",1 450 000 TND,"La Marsa, La Marsa","510
						m²",10 Pièces,9 Chambres,4 Salles de bains,https://www.mubawab.tn/fr/a/8104184/villa-bella-%C3%A0-vendre-%C3%A0-sidi-daoud-la-marsa,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S1 Alesam Avec Jardin à Vendre aux Jardins de Carthage,410 000 TND,"Les Jardins de Carthage, Le Kram","70
						m²",2 Pièces,1 Chambre,1 Salle de bain,https://www.mubawab.tn/fr/a/8072108/s1-alesam-avec-jardin-%C3%A0-vendre-aux-jardins-de-carthage,N/A,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
A vendre appartement s1 à Lafayette,120 000 TND,"République, Tunis","50
						m²",2 Pièces,1 Chambre,2 Salles de bains,https://www.mubawab.tn/fr/a/8182725/a-vendre-appartement-s1-%C3%A0-lafayette,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
À vendre Appartement S1 Neuf à Aïn Zaghouan,220 000 TND,"La Marsa, La Marsa","60
						m²",N/A,N/A,N/A,https://www.mubawab.tn/fr/a/8152011/%C3%A0-vendre-appartement-s1-neuf-%C3%A0-a%C3%AFn-zaghouan,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Appart S3 Deren à Vendre aux Berges du Lac2,970 000 TND,"Les Berges Du Lac 2, La Marsa","211
						m²",4 Pièces,3 Chambres,1 Salle de bain,https://www.mubawab.tn/fr/a/8084896/appart-s3-deren-%C3%A0-vendre-aux-berges-du-lac2,N/A,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
